Day,Angle (deg),X,Y
74,72.1978021978022,34.244066410173716,106.64372389133273
75,73.1868131868132,32.803152649737584,108.55897862298025
76,74.17582417582418,31.30646697669211,110.45679345728274
77,75.16483516483517,29.754130913544937,112.33565727249862
78,76.15384615384616,28.146307451373254,114.19405826202586
79,77.14285714285714,26.483200965968813,116.03048471256409
80,78.13186813186813,24.765057140899753,117.84342577102169
81,79.12087912087912,22.99216289817502,119.63137220169229
82,80.10989010989012,21.16484633710407,121.39281713524545
83,81.09890109890111,19.28347668185338,123.12625681109849
84,82.08791208791209,17.348464238109376,124.83019131475729
85,83.07692307692308,15.360260359164558,126.50312531173132
86,84.06593406593407,13.319357421653137,128.14356877964673
87,85.05494505494505,11.226288811067164,129.7500377401953
88,86.04395604395604,9.081628917091598,131.321054992575
89,87.03296703296704,6.885993138700964,132.8551508500883
90,88.02197802197803,4.640037898862297,134.35086388157796
91,89.01098901098902,2.3444606685903846,135.8067416593909
92,90.0,8.402383833087312e-15,137.22134151556807
93,90.98901098901099,-2.3925644321053863,138.59323130796847
94,91.97802197802199,-4.832411780675268,139.9209901980368
95,92.96703296703296,-7.31867996956215,141.20320944193173
96,93.95604395604396,-9.850465630172561,142.4384931967284
97,94.94505494505495,-12.426824032528192,143.62545934340963
98,95.93406593406594,-15.046769011770852,144.7627403283544
99,96.92307692307693,-17.709272891270054,145.84898402502267
100,97.91208791208791,-20.41326640362435,146.88285461752395
101,98.9010989010989,-23.15763861098402,147.86303350774065
102,99.8901098901099,-25.941236826264294,148.78822024765407
103,100.87912087912088,-28.762866536965646,149.65713349849574
104,101.86813186813187,-31.62129133347015,150.4685120183114
105,102.85714285714286,-34.515232843840856,151.2211156794869
106,103.84615384615385,-37.44337067731596,151.91372651773645
107,104.83516483516485,-40.40434237885805,152.54514981400004
108,105.82417582417582,-43.39674339729484,153.11421521062937
109,106.81318681318682,-46.419127069768116,153.61977786317044
110,107.80219780219781,-49.47000462539303,154.0607196289631
111,108.79120879120879,-52.5478452112225,154.43595029368228
112,109.78021978021978,-55.65107594380488,154.74440883683485
113,110.76923076923077,-58.7780819898238,154.98506473710245
114,111.75824175824177,-61.92720667951165,155.1569193182822
115,112.74725274725276,-65.09675165673296,155.25900713642122
116,113.73626373626374,-68.28497706984065,155.29039740856817
117,114.72527472527473,-71.49010180761596,155.25019548337514
118,115.71428571428572,-74.71030378480721,155.13754435357143
119,116.7032967032967,-77.94372028198735,154.95162621009626
120,117.6923076923077,-81.18844834464737,154.69166403742776
121,118.68131868131869,-84.44254524663522,154.35692324936244
122,119.67032967032968,-87.70402902323325,153.94671336419964
123,120.65934065934067,-90.97087907933721,153.46038971795574
124,121.64835164835165,-94.24103687835587,152.8973552138791
125,122.63736263736264,-97.51240671759118,152.257062106152
126,123.62637362637363,-100.78285659597051,151.53901381525816
127,124.61538461538461,-104.05021918009942,150.74276677205395
128,125.6043956043956,-107.3122928746576,149.86793228711505
129,126.5934065934066,-110.56684300319196,148.91417844143592
130,127.58241758241759,-113.81160310534406,147.88123199403472
131,128.57142857142858,-117.04427635649054,146.7688803014716
132,129.56043956043956,-120.26253711566791,145.57697324371085
133,130.54945054945057,-123.46403260748552,144.30542515016413
134,131.53846153846155,-126.6463847435035,142.95421671913707
135,132.52747252747253,-129.80719208825974,141.52339692326873
136,133.51648351648353,-132.94403197475603,140.01308489291264
137,134.5054945054945,-136.05446277376976,138.42347176875901
138,135.4945054945055,-139.13602632082063,136.75482251434687
139,136.4835164835165,-142.1862505040002,135.00747767847596
140,137.47252747252747,-145.20265201515252,133.18185509689863
141,138.46153846153845,-148.1827392660813,131.27845152206774
142,139.45054945054946,-151.12401547054,129.29784416915007
143,140.43956043956044,-154.02398189174372,127.24069216598453
144,141.42857142857144,-156.8801412540265,125.10773789419866
145,142.41758241758242,-159.6900013160407,122.89980820829393
146,143.4065934065934,-162.45107860158558,120.61781551918904
147,144.3956043956044,-165.1609022827433,118.26275872848787
148,145.3846153846154,-167.81701820851026,115.8357239996167
149,146.3736263736264,-170.41699307055433,113.33788535198215
150,147.36263736263737,-172.958418696101,110.77050506443572
151,148.35164835164835,-175.43891645629742,108.13493387461753
152,149.34065934065936,-177.85614177670325,105.43261096119055
153,150.32967032967034,-180.20778873486964,102.66506369658639
154,151.3186813186813,-182.49159472829086,99.83390715866679
155,152.30769230769232,-184.7053451943795,96.94084339066812
156,153.2967032967033,-186.84687836255566,93.98766039994379
157,154.28571428571428,-188.91409001707927,90.97623088734613
158,155.27472527472528,-190.90493824792185,87.90851070060023
159,156.26373626373626,-192.8174481657967,84.78653700669939
160,157.25274725274727,-194.64971655648264,81.61242618019023
161,158.24175824175825,-196.39991644879976,78.38837140620211
162,159.23076923076923,-198.06630157006825,75.11663999918072
163,160.21978021978023,-199.64721066261103,71.7995704404995
164,161.2087912087912,-201.1410716348793,68.43956914040785
165,162.19780219780222,-202.54640552109734,65.03910693210645
166,163.1868131868132,-203.86183022394448,61.60071530808723
167,164.17582417582418,-205.08606401573368,58.12698241119367
168,165.16483516483518,-206.2179287747974,54.62054879512904
169,166.15384615384616,-207.25635293534563,51.08410297130529
170,167.14285714285714,-208.20037413090995,47.520376760968
171,168.13186813186815,-209.04914151360293,43.932140473410186
172,169.12087912087912,-209.80191773378172,40.32219793276256
173,170.1098901098901,-210.45808056728097,36.693381377299815
174,171.0989010989011,-211.01712418012133,33.048546256401316
175,172.0879120879121,-211.478660023486,29.390565951227696
176,173.0769230769231,-211.84241735472673,25.72232644580865
177,174.06593406593407,-212.1082433831775,22.046720975577
178,175.05494505494505,-212.27610304256376,18.3666446804078
179,176.04395604395606,-212.34607839476632,14.684989288960054
180,177.03296703296704,-212.31836767256146,11.004637860546126
181,178.02197802197804,-212.19328397170355,7.328459609910661
182,179.01098901098902,-211.97125360526846,3.659304839193801
183,180.0,-211.652814135536,2.5919994136161383e-14
184,180.989010989011,-211.2386121008015,-3.646657093062745
185,181.97802197802199,-210.72940045636315,-7.277901877757331
186,182.96703296703296,-210.12603575050522,-10.891007470783702
187,183.95604395604397,-209.42947505758963,-14.483288889827037
188,184.94505494505495,-208.64077269135524,-18.052107057474558
189,185.93406593406593,-207.7610767222252,-21.59487257553533
190,186.92307692307693,-206.79162532283365,-25.109049260453137
191,187.9120879120879,-205.73374296611254,-28.592157432655068
192,188.90109890109892,-204.58883650015255,-32.04177695478031
193,189.8901098901099,-203.35839112367938,-35.4555500157656
194,190.87912087912088,-202.04396628539158,-38.83118365971051
195,191.86813186813188,-200.64719152961493,-42.166452060271695
196,192.85714285714286,-199.16976230976908,-45.45919854304201
197,193.84615384615387,-197.61343579002664,-48.707337359932694
198,194.83516483516485,-195.9800266543248,-51.90885522098942
199,195.82417582417582,-194.27140294056244,-55.0618125903361
200,196.81318681318683,-192.48948191643026,-58.164344754040854
201,197.8021978021978,-190.63622601188519,-61.21466266864347
202,198.7912087912088,-188.7136388218254,-64.21105359987865
203,199.7802197802198,-186.72376119106113,-67.15188156176603
204,200.76923076923077,-184.66866739223485,-70.03558756674046
205,201.75824175824175,-182.55046140592663,-72.86068969785848
206,202.74725274725276,-180.37127331081913,-75.62578301435444
207,203.73626373626374,-178.1332557904742,-78.32953930194172
208,204.72527472527474,-175.8385807620315,-80.9707066792741
209,205.71428571428572,-173.48943613095938,-83.54810907189982
210,206.7032967032967,-171.08802267488744,-86.0606455648857
211,207.6923076923077,-168.63655105853337,-88.50728964504904
212,208.6813186813187,-166.1372389807942,-90.88708834344237
213,209.6703296703297,-163.5923084542216,-93.19916128838483
214,210.65934065934067,-161.00398321632585,-95.44269967894046
215,211.64835164835165,-158.37448627145793,-97.61696518831802
216,212.63736263736266,-155.70603756141045,-99.72128880621096
217,213.62637362637363,-153.0008517623316,-101.75506962862265
218,214.6153846153846,-150.26113620508082,-103.71777360323684
219,215.60439560439562,-147.4890889157529,-105.6089322378971
220,216.5934065934066,-144.68689677275668,-107.42814127926614
221,217.58241758241758,-141.85673377655297,-109.17505936824196
222,218.57142857142858,-139.00075942793168,-110.84940667822052
223,219.56043956043956,-136.12111721052582,-112.45096354182007
224,220.54945054945057,-133.21993317313036,-113.97956907121657
225,221.53846153846155,-130.29931460729847,-115.43511977678962
226,222.52747252747253,-127.3613488156307,-116.81756818834688
227,223.51648351648353,-124.40810196615007,-118.12692148277756
228,224.5054945054945,-121.44161802815694,-119.36324012158799
229,225.49450549450552,-118.46391778498979,-120.52663650139802
230,226.4835164835165,-115.47699791916618,-121.61727362011271
231,227.47252747252747,-112.48283016544843,-122.63536376115132
232,228.46153846153848,-109.48336052746642,-123.58116719779257
233,229.45054945054946,-106.48050855362561,-124.45499091939624
234,230.43956043956044,-103.47616666814032,-125.25718738098296
235,231.42857142857144,-100.47219955315397,-125.98815327738745
236,232.41758241758242,-97.470443578031,-126.64832834296004
237,233.4065934065934,-94.47270627204121,-127.23819417756144
238,234.3956043956044,-91.48076583679256,-127.75827309938657
239,235.3846153846154,-88.49637069490905,-128.2091270249562
240,236.3736263736264,-85.52123907159006,-128.5913563764361
241,237.36263736263737,-82.55705860583492,-128.9055990162763
242,238.35164835164835,-79.60548598825243,-129.1525292090107
243,239.34065934065936,-76.66814662252297,-129.3328566099141
244,240.32967032967034,-73.74663430771838,-129.44732528008814
245,241.31868131868134,-70.84251093882392,-129.49671272742586
246,242.30769230769232,-67.95730622294538,-129.48182897279796
247,243.2967032967033,-65.09251740881513,-129.4035156407052
248,244.2857142857143,-62.24960902734718,-129.26264507354912
249,245.27472527472528,-59.43001264111651,-129.06011946859326
250,246.26373626373626,-56.635126600763776,-128.7968700366103
251,247.25274725274727,-53.86631580645207,-128.4738561811426
252,248.24175824175825,-51.12491147261899,-128.09206469724168
253,249.23076923076923,-48.412210894385275,-127.65250898849627
254,250.21978021978023,-45.72947721409429,-127.15622830110418
255,251.2087912087912,-43.07793918656872,-126.60428697370034
256,252.19780219780222,-40.45879094177616,-125.99777370160872
257,253.1868131868132,-37.87319174370397,-125.33780081414452
258,254.17582417582418,-35.322265744344485,-124.6255035635629
259,255.16483516483518,-32.80710173179315,-123.86203942421352
260,256.1538461538462,-30.32875287156166,-123.04858740043115
261,257.14285714285717,-27.88823644030389,-122.18634734166807
262,258.13186813186815,-25.486533551249472,-121.2765392633457
263,259.1208791208791,-23.124588870734126,-120.32040267188141
264,260.1098901098901,-20.803310325307976,-119.31919589232494
265,261.09890109890114,-18.523568798997335,-118.27419539701997
266,262.0879120879121,-16.28619782038771,-117.18669513368665
267,263.0769230769231,-14.091993239286321,-116.0580058513066
268,264.0659340659341,-11.9417128928183,-114.88945442217356
269,265.05494505494505,-9.836076260900649,-113.68238315846268
270,266.04395604395603,-7.775764111133709,-112.43814912165496
271,267.03296703296706,-5.761418133244599,-111.15812342314483
272,268.02197802197804,-3.793640563314266,-109.8436905143466
273,269.010989010989,-1.8729937981163485,-108.49624746460958
274,270.0,-1.9677111009511214e-14,-107.11720322524114
275,270.989010989011,1.8248593071513468,-105.70797787793516
276,271.978021978022,3.6011436502460294,-104.2700018658976
277,272.967032967033,5.328454026845712,-102.80471520595964
278,273.95604395604397,7.006433331704003,-101.31356667997132
279,274.94505494505495,8.63476678900322,-99.79801300377004
280,275.9340659340659,10.213182389194142,-98.25951797202733
281,276.9230769230769,11.74145132921692,-96.69955157728316
282,277.91208791208794,13.219388454753515,-95.11958910149616
283,278.9010989010989,14.646852703026624,-93.52111017844982
284,279.8901098901099,16.023747544525254,-91.90559782538162
285,280.8791208791209,17.350021421886847,-90.27453744222676
286,281.86813186813185,18.625668184022846,-88.62941577690349
287,282.8571428571429,19.850727513415926,-86.97171985510461
288,283.84615384615387,21.02528534435771,-85.30293587310877
289,284.83516483516485,22.14947426973098,-83.62454805217762
290,285.8241758241758,23.223473933766492,-81.93803745317022
291,286.8131868131868,24.247511408029954,-80.24488075007787
292,287.80219780219784,25.221861547711097,-78.54654896126495
293,288.7912087912088,26.14684732509962,-76.84450613729814
294,289.7802197802198,27.02284013694243,-75.1402080043513
295,290.7692307692308,27.85026008217774,-73.43510056229377
296,291.75824175824175,28.629576206345362,-71.73061863670632
297,292.7472527472528,29.361306708768144,-70.02818438421703
298,293.73626373626377,30.04601910839632,-68.32920575071934
299,294.72527472527474,30.68433036400208,-66.63507488221674
300,295.7142857142857,31.276906944206456,-64.94716648824664
301,296.7032967032967,31.824464842619946,-63.26683615805801
302,297.6923076923077,32.32776953317884,-61.59541862996571
303,298.6813186813187,32.787635860568116,-59.93422601457437
304,299.6703296703297,33.20492786043524,-58.284545972856186
305,300.65934065934067,33.580558503929275,-56.64763985038917
306,301.64835164835165,33.91548936093432,-55.02474076940332
307,302.6373626373626,34.210730176228424,-53.41705168065709
308,303.62637362637366,34.467338352670694,-51.82574337756331
309,304.61538461538464,34.68641833542262,-50.25195247541144
310,305.6043956043956,34.869120891138955,-48.69677935898928
311,306.5934065934066,35.01664227602104,-47.16128610238773
312,307.5824175824176,35.130223286629224,-45.64649436528604
313,308.57142857142856,35.21114818738757,-44.15338327054804
314,309.5604395604396,35.26074350880723,-42.682887268525995
315,310.54945054945057,35.28037671059408,-41.2358939940502
316,311.53846153846155,35.2714547040119,-39.81324212269069
317,312.5274725274725,35.23542222813528,-38.41571923349821
318,313.5164835164835,35.17376007496933,-37.044059686069744
319,314.50549450549454,35.087983158824436,-35.698942520425845
320,315.4945054945055,34.97963842583335,-34.38098938883545
321,316.4835164835165,34.85030260008314,-33.09076252936629
322,317.4725274725275,34.701579763510125,-31.82876279157071
323,318.46153846153845,34.53509876747975,-30.595427725327326
324,319.4505494505495,34.35251047484538,-29.39112974444169
325,320.43956043956047,34.155484832251986,-28.216174377150622
326,321.42857142857144,33.94570777352767,-27.07079861616689
327,322.4175824175824,33.72487795617698,-25.95516938132767
328,323.4065934065934,33.494703334267406,-24.869382108265032
329,324.39560439560444,33.25689757236219,-23.81345947677859
330,325.3846153846154,33.01317630660763,-22.787350292754486
331,326.3736263736264,32.765253260609676,-21.79092853752086
332,327.3626373626374,32.51483622532862,-20.82399259844906
333,328.35164835164835,32.263622913865774,-19.886264694387517
334,329.34065934065933,32.01329670369254,-18.977390509140644
335,330.32967032967036,31.765522280564348,-18.096939045667547
336,331.31868131868134,31.52194120004564,-17.244402712967517
337,332.3076923076923,31.28416738422367,-16.419197656732237
338,333.2967032967033,31.0537825727795,-15.620664343777438
339,334.2857142857143,30.832331749094003,-14.848068409017216
340,335.2747252747253,30.621318563453418,-14.100601772312373
341,336.2637362637363,30.422200776667967,-13.377384030921672
342,337.25274725274727,30.236385748485866,-12.677464131513403
343,338.24175824175825,30.065225996055716,-11.99982232377687
344,339.2307692307692,29.91001484832787,-11.343372395617662
345,340.2197802197802,29.771982222670815,-10.706964187756007
346,341.20879120879124,29.652290550088573,-10.089386383294663
347,342.1978021978022,29.552030875241325,-9.489369565511915
348,343.1868131868132,29.47221915698518,-8.905589534797391
349,344.1758241758242,29.413792794344364,-8.336670873317786
350,345.16483516483515,29.377607401718652,-7.78119074371108
351,346.1538461538462,29.364433855703552,-7.237682905897636
352,347.14285714285717,29.37495563418254,-6.704641934002314
353,348.13186813186815,29.40976646635109,-6.180527613436046
354,349.1208791208791,29.46936831007514,-5.663769496426277
355,350.1098901098901,29.554169670506212,-5.15277159273828
356,351.09890109890114,29.664484271199218,-4.645917171026286
357,352.0879120879121,29.800530086154698,-4.141573645215082
358,353.0769230769231,29.962428738268542,-3.63809751955621
359,354.0659340659341,30.150205266672256,-3.133839365544503
360,355.05494505494505,30.36378826242615,-2.627148803722374
361,356.0439560439561,30.603010369037502,-2.1163794635461635
362,357.03296703296706,30.86760914135637,-1.5998938949331731
363,358.02197802197804,31.157228253603492,-1.0760684058396033
364,359.010989010989,31.47141904464085,-0.5432978012235934
365,360.0,31.809642386147985,-7.791115346043621e-15
